Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,trans_desc,TSVD_0,TSVD_1,TSVD_2,TSVD_3,TSVD_4,TSVD_5,TSVD_6,TSVD_7,TSVD_8,TSVD_9,desc_len
2,Puma,4,265,0,2,1,3,0,2,2,2,2,2,1,1,50,41326,e3886739ee65fe27c48f27f2bbc5b2e5,0,"Puma is very timid and affectionate. She is definitely the most well-behaved in her litter of 5. She has fuzzy black fur with a golden tinge on her head. The reason I am giving her away is because I have to many cats to take care of. The adoption fee is RM or the highest offer. If interested, please whatsapp me Whatsapp or messages only, calls will not be entertained.",880cf5656,5.0,"Puma is very timid and affectionate. She is definitely the most well-behaved in her litter of 5. She has fuzzy black fur with a golden tinge on her head. The reason I am giving her away is because I have to many cats to take care of. The adoption fee is RM or the highest offer. If interested, please whatsapp me Whatsapp or messages only, calls will not be entertained.",0.2338137558882029,0.16943099990057678,0.1442851065646256,0.030157428595507994,-0.01647860088457868,0.05424421058888753,0.020379789748010645,0.0872395494731464,-0.10385496010386644,-0.010829605261887261,70
2,Kiwi,3,285,265,1,3,4,7,2,2,2,2,2,1,1,10,41326,e3886739ee65fe27c48f27f2bbc5b2e5,0,Kiwi For adoption,44fc199a9,3.0,Kiwi For adoption,0.21329017748570014,0.9032071070978652,0.09859676212892222,0.03633136254414166,-0.14618465441316955,-0.20321648169982745,-0.10156111515636483,-0.025636179841839007,0.04147593688233613,0.10391300466352442,3
2,Quicksilver,4,265,0,2,5,6,0,3,2,2,2,2,1,1,0,41326,e3886739ee65fe27c48f27f2bbc5b2e5,0,"Silver is very playful and quick on her feet. She is very energetic and runs around all day. That's why we decided to name her quicksilver, silver for short. Her grey coat has patches of cream with a pink tint which I find very unique. With a heavy heart, I have to let her go as I have too many cats to take care of. Her adoption fee is RM or the highest offer. If interested, please whatsapp me, Whatsapp or messages only, calls will not be entertained.",1983efe86,4.0,"Silver is very playful and quick on her feet. She is very energetic and runs around all day. That's why we decided to name her quicksilver, silver for short. Her grey coat has patches of cream with a pink tint which I find very unique. With a heavy heart, I have to let her go as I have too many cats to take care of. Her adoption fee is RM or the highest offer. If interested, please whatsapp me, Whatsapp or messages only, calls will not be entertained.",0.24150161134571152,0.1706619068122447,0.1266216700147869,0.02403552559074252,0.021888014949267273,0.015301630760531905,-0.04173190701314585,0.0735001938367305,-0.07422522360630629,0.05369544136464494,88
2,Mek 2.0,36,264,0,2,3,4,5,3,3,1,1,2,1,1,0,41326,e3886739ee65fe27c48f27f2bbc5b2e5,0,"Mek is a lazy cat. But once she springs into action, all pests better watch out. She recently killed a mouse in my garden so its good to have a hunter in the family. She is also very affectionate and loyal. She always waits for me to come back everyday. Oh and a little tip for future adopters, she loves a good rub on the tummy, so she wont bite or scratch if you do. But be warned, at night her aggresive side kicks in and she likes to playfight if you touch her tummy, but dont worry it doesnt hurt as she is only playing around. It saddens me to let her go but I'm moving soon and I'm afraid mek will be ownerless. If interested, please whatsapp this number, Whatsapp or messages only, calls will not be entertained.",b684dddae,3.0,"Mek is a lazy cat. But once she springs into action, all pests better watch out. She recently killed a mouse in my garden so its good to have a hunter in the family. She is also very affectionate and loyal. She always waits for me to come back everyday. Oh and a little tip for future adopters, she loves a good rub on the tummy, so she wont bite or scratch if you do. But be warned, at night her aggresive side kicks in and she likes to playfight if you touch her tummy, but dont worry it doesnt hurt as she is only playing around. It saddens me to let her go but I'm moving soon and I'm afraid mek will be ownerless. If interested, please whatsapp this number, Whatsapp or messages only, calls will not be entertained.",0.27364920325202363,-0.07561277617946376,0.08422769589486916,-0.056534335439285564,-0.08455238271871575,0.0728720738494553,-0.0899001077567358,-0.018529228658688973,-0.07895323175066854,0.0381256233151698,140
2,Coco,4,265,0,1,4,7,0,2,2,2,2,2,1,1,50,41326,e3886739ee65fe27c48f27f2bbc5b2e5,0,"Coco is just like his brother, Mango in looks and also character. Not too playful not too timid. Obedient and affectionate. Likes human contact. The reason I am giving him away is because I have too many cats to take care of. If interested please whatsapp me Whatsapp or messages only, calls will not be entertained.",65fb1de96,3.0,"Coco is just like his brother, Mango in looks and also character. Not too playful not too timid. Obedient and affectionate. Likes human contact. The reason I am giving him away is because I have too many cats to take care of. If interested please whatsapp me Whatsapp or messages only, calls will not be entertained.",0.2596139666509893,-0.04797444874208285,0.07768901794399778,0.048618520875752365,0.053278244689250284,0.12489989618028066,-0.07007824689566576,0.06737869363140482,-0.09839683121185497,0.12486111148333222,56
2,Mango,4,265,0,1,4,7,0,2,2,2,2,2,1,1,0,41326,e3886739ee65fe27c48f27f2bbc5b2e5,0,He is a handsome cat. Lean and slender build. Not too playful not too timid. Obedient and affectionate. The reason I'm letting him go is because I have too many cats to take care of. If interested please whatsapp me Whatsapp or messages only calls will not be entertained.,6d917c00b,5.0,He is a handsome cat. Lean and slender build. Not too playful not too timid. Obedient and affectionate. The reason I'm letting him go is because I have too many cats to take care of. If interested please whatsapp me Whatsapp or messages only calls will not be entertained.,0.2436806433351207,-0.04870034119757806,0.23756927305352585,0.03203086105604267,-0.017683457571426593,0.16491469952104632,-0.09541360446685739,-0.03604342067257488,-0.028696612191155314,-0.02615343099895109,49
1,Teddy,1,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41326,e9eaf3e917ce3ea6d95054ae5753cd3c,0,Teddy is in Melaka with her new family. Her new name is Tong-Tong.,f743529bf,10.0,Teddy is in Melaka with her new family. Her new name is Tong-Tong.,0.14255282804408945,-0.07538949470699784,0.010387163487344251,-0.06967982125394034,-0.13815440885409053,-0.05233999704105163,0.028262910557787287,0.05742184820259629,0.037135176574797556,0.1366417655504498,13
1,,1,307,0,3,2,0,0,2,2,2,3,2,1,3,0,41401,d8d73ffdb5dbd63a2d211639a5e8be5a,0,Pls help! Who wan to adopt puppy! Pls give a chance for this three stray puppy! They very skinny! I think they lost their mama dog! Pls give they a home!,1c092fe4e,4.0,Pls help! Who wan to adopt puppy! Pls give a chance for this three stray puppy! They very skinny! I think they lost their mama dog! Pls give they a home!,0.27229541789159145,-0.01659371206696628,-0.3305623983927822,0.2882211320695759,0.08420596039865617,0.18197130555927898,-0.12276246932831786,-0.03761807432104091,0.07536057808118994,-0.25118533665518483,31
1,,1,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41401,c40a9f5e0a834538bd4bf2e8b85b18a3,0,Please call for more information. First vaccination will be sponsored.,f07fcb84d,1.0,Please call for more information. First vaccination will be sponsored.,0.05064498312930416,0.008725764003479311,-0.001410954444719211,-0.006327590729705257,0.0022403165430619886,-0.01891068701929398,0.012469058735211385,0.021854723114759368,-0.05648832486292539,-0.005681765911867786,10
1,Rex The Wonder Dog,4,307,0,1,2,0,0,2,2,1,1,2,1,1,1,41401,2bcf3cdccde953c953c72b9104b72e8d,0,A good & loyal dog for adoption. I am letting go off him because I will need to shift from landed house to condominium. Call me for more details.,f08707752,1.0,A good & loyal dog for adoption. I am letting go off him because I will need to shift from landed house to condominium. Call me for more details.,0.3519522135011808,0.3556435161888942,-0.1952454112130788,-0.3343365114332508,-0.10586320448107842,0.05276223106923809,-0.020954314221552073,0.05141207094230602,0.12250988990275995,-0.0360727426515276,29
2,Hazel,3,266,0,2,3,0,0,2,1,2,2,2,1,1,0,41335,eececd9ee8cfedd303b8645d6b694374,0,"Was found at ranting beach resort with a mother and sister, mother dissapeared and ranting staff were feeding the kittens. One of the kittens has been adopted and the staff looking after them have left so this kitten desperately needs a home. Shes very friendly and loves cuddles.ginger and fluffy.",bd36fcc15,2.0,"Was found at ranting beach resort with a mother and sister, mother dissapeared and ranting staff were feeding the kittens. One of the kittens has been adopted and the staff looking after them have left so this kitten desperately needs a home. Shes very friendly and loves cuddles.ginger and fluffy.",0.29902238537251513,-0.08113472966899676,0.17708514817287002,0.005164537579464931,-0.022811588531488614,-0.03439291099230973,0.11293102719187699,-0.004318657802547101,0.1942671817827178,-0.11394449103467608,50
1,Money,36,207,0,1,5,6,0,2,2,1,1,3,1,1,200,41326,21734e1bab434300a2854f82c9b1d235,0,already found new owner :),1a40a0305,2.0,already found new owner :),0.17031482193907138,-0.08340872570730316,-0.022843442065557957,-0.13177567575943266,-0.16305868001333992,0.01146497445745297,-0.013049666830333062,0.09180324267390756,0.040642436488167316,0.21509218019335347,5
1,Mickey,1,207,205,3,1,3,7,2,3,3,3,3,1,3,300,41326,21734e1bab434300a2854f82c9b1d235,0,Dog for adoption,6c66cf586,4.0,Dog for adoption,0.3075734406149888,0.73772086792952,-0.27342505942146883,-0.3739037609965179,-0.01944889712147156,0.06513070853088888,-0.1276980632842393,0.08262713766092779,0.1904982925765604,-0.17865989125358828,3
1,Mini,1,207,0,3,1,2,3,1,2,3,3,3,1,2,350,41326,21734e1bab434300a2854f82c9b1d235,0,already found owner :),799aef9ef,3.0,already found owner :),0.12956897270763348,-0.04924357182227929,-0.05789017152743289,-0.14334255360844894,-0.11125133719573721,0.06711290427479562,-0.04107719980743481,0.06549556745265271,0.0018423358740903154,0.21232407117239943,4
1,Winny,24,207,0,2,2,6,0,2,2,1,1,3,1,1,200,41326,21734e1bab434300a2854f82c9b1d235,0,Already found new owner :),61e2d2fc2,3.0,Already found new owner :),0.17031482193907138,-0.08340872570730316,-0.022843442065557957,-0.13177567575943266,-0.16305868001333992,0.01146497445745297,-0.013049666830333062,0.09180324267390756,0.040642436488167316,0.21509218019335347,5
2,Hamster,1,265,0,2,1,3,7,2,2,2,1,2,1,1,0,41326,cb3fe88306e62c714909af1036560389,0,"Hi meet Hamster! yes hamster, because when she was born, she looked just like a hamster but cuter! She is 1.5 months old and is looking for a family to keep her safe and warm. She is very active and naughty but never too much and is often cuddly. Do let me know if your interested, Thank you!",0196cb8af,1.0,"Hi meet Hamster! yes hamster, because when she was born, she looked just like a hamster but cuter! She is 1.5 months old and is looking for a family to keep her safe and warm. She is very active and naughty but never too much and is often cuddly. Do let me know if your interested, Thank you!",0.29437218993121206,-0.06780926675479475,0.03356624430847265,0.03811257209730864,0.06845365644166661,0.013826222220369864,0.05950306206875498,0.034623061364308136,-0.12446381780333858,0.05061143821143022,58
2,Sonny,1,265,0,2,1,3,7,2,2,2,1,2,1,1,0,41326,cb3fe88306e62c714909af1036560389,0,"Hi meet Sonny!She is 1.5 months old. She is quiet but loving and also quite active. She is looking for a warm home to take her in. Do contact me if interested, thank you!",f241f3422,1.0,"Hi meet Sonny!She is 1.5 months old. She is quiet but loving and also quite active. She is looking for a warm home to take her in. Do contact me if interested, thank you!",0.38730946953005374,-0.08878233760197338,-0.08453609159954172,0.24016729525847416,-0.0015364913115056777,-0.12809671342339002,-0.044221119376852934,0.044810887700185764,-0.14700216731720273,-0.04818087140977708,34
1,ZEUS,2,307,0,1,5,0,0,1,2,1,1,3,1,1,0,41326,cb3fe88306e62c714909af1036560389,0,"Hello! I found this cute little puppy in the drain all soaked in black liquid,took it home and gave it a warm shower , now it needs a warm home to live in. I would adopt it unfortunately I already have a 5 year old cat. Zeus is already dewormed and eats puppy food and drinks milk. He is an active, brave puppy and went through a misfortune of falling into the drain and losing his mother. Do adopt this puppy and give him the happiest home to live in. Sincerely , Premjit",cebe05231,1.0,"Hello! I found this cute little puppy in the drain all soaked in black liquid,took it home and gave it a warm shower , now it needs a warm home to live in. I would adopt it unfortunately I already have a 5 year old cat. Zeus is already dewormed and eats puppy food and drinks milk. He is an active, brave puppy and went through a misfortune of falling into the drain and losing his mother. Do adopt this puppy and give him the happiest home to live in. Sincerely , Premjit",0.39765979548874014,-0.09355702989952223,-0.07440457002482835,0.28910324089440703,0.14062232590597767,-0.012759867885992184,-0.006465732621367692,-0.18685356224947403,0.07061966021110544,-0.10458224574748842,93
2,Stocking,1,265,0,1,1,7,0,2,2,2,1,2,1,1,0,41326,cb3fe88306e62c714909af1036560389,0,"Hi! This is Stocking! He is the cutest bubble ever. He is 1.5 months old and looking for a warm family to stay with. Do contact me if interested, thank you!",85f563eeb,1.0,"Hi! This is Stocking! He is the cutest bubble ever. He is 1.5 months old and looking for a warm family to stay with. Do contact me if interested, thank you!",0.2913301666678672,-0.02542522523207875,-0.08263242934038847,0.22573430717088563,-0.03226507132316936,0.06060767196152934,0.027270735466218148,0.06532435404203153,-0.2160664535789397,-0.001336883572536973,31
2,,4,246,0,3,7,0,0,1,2,2,2,3,1,3,0,41326,cb3fe88306e62c714909af1036560389,0,"These are 3 kittens that I have been around my neighborhood lately.However, their mother just left them and now they are alone. I already have a male cat and I would love it if someone is willing to adopt these beautiful kittens and give them a lovely home to grow in. They are friendly and very cute also loving once they get comfortable with someone. Do hit me up if you are interested , and there is no need to pay me anything. Ps, the kittens have soft white fur and sparkly blue eyes just like their mother. There are 2 males and one female.",adc44b72e,1.0,"These are 3 kittens that I have been around my neighborhood lately.However, their mother just left them and now they are alone. I already have a male cat and I would love it if someone is willing to adopt these beautiful kittens and give them a lovely home to grow in. They are friendly and very cute also loving once they get comfortable with someone. Do hit me up if you are interested , and there is no need to pay me anything. Ps, the kittens have soft white fur and sparkly blue eyes just like their mother. There are 2 males and one female.",0.39765343928700025,-0.07888333574242806,0.20659693830315826,0.07816430859823552,-0.01901519297071261,0.1392852909842085,0.16092504127660023,-0.13459466951324459,0.22133628260125313,-0.019864870688111585,105
2,Daisy,3,265,0,2,2,0,0,2,2,2,2,2,1,1,0,41326,cb3fe88306e62c714909af1036560389,0,"Hi ! Daisy has been at our home for a few days and she is a very very adorable kitten. She came here few days ago looking for food and right now we are looking for a good home to provide for her. She is well mannered and at times very loud when she is hungry.However, we have a 5 year old male cat and its not easy to handle both. If you are interested do hit me up via whatsapp or email (whichever you prefer). I live in Klang and if you want the kitten , we can meet at Setia City Mall, Shah Alam. Thank you :)))",a172c5753,5.0,"Hi ! Daisy has been at our home for a few days and she is a very very adorable kitten. She came here few days ago looking for food and right now we are looking for a good home to provide for her. She is well mannered and at times very loud when she is hungry.However, we have a 5 year old male cat and its not easy to handle both. If you are interested do hit me up via whatsapp or email (whichever you prefer). I live in Klang and if you want the kitten , we can meet at Setia City Mall, Shah Alam. Thank you :)))",0.3803054956914245,-0.1041444938811716,0.11294755858707901,0.10324264597629662,-0.07223462719945717,-0.0366579390415742,-0.006393966869619661,0.1830739862445288,-0.026485895087643,-0.1528133704800651,109
2,Jackie,12,264,0,1,1,7,0,2,3,2,2,2,1,1,0,41326,cb3fe88306e62c714909af1036560389,0,"Hi, this is Jackie! He is toilet-trained and extremely adorable. He is looking for a warm home, do let me know if you are willing to provide that for him ! Thank you",f763f888a,3.0,"Hi, this is Jackie! He is toilet-trained and extremely adorable. He is looking for a warm home, do let me know if you are willing to provide that for him ! Thank you",0.2344348988916897,-0.08757003841537289,0.008321813970526738,0.05425059622889742,-0.034756541911326176,-0.07102402004951894,-0.01599516076916469,0.02654038017623616,0.03537260221354507,-0.0005948136740620951,33
1,Luke,16,103,307,1,1,5,0,3,2,1,1,1,1,1,0,41401,64584500a7ecf68b731b4710a95097b7,0,"This is Luke. He was abandoned by his family recently. Unable to fend for himself..he was skin and bones when he was rescued. I have no heart to put him back on the street after neuturing. He will not be able to survive. I knw for a fact, he has an owner before he was abandoned. Will you be able to give Luke a forever home..let him feel the love he used to have ? Give me a call at if you feel you can look after Luke.",07a0984c4,1.0,"This is Luke. He was abandoned by his family recently. Unable to fend for himself..he was skin and bones when he was rescued. I have no heart to put him back on the street after neuturing. He will not be able to survive. I knw for a fact, he has an owner before he was abandoned. Will you be able to give Luke a forever home..let him feel the love he used to have ? Give me a call at if you feel you can look after Luke.",0.23267586073805968,-0.09866852624548876,-0.05341317376190778,-0.04453146039836846,-0.11737215796848405,-0.0682584122572149,0.042607134763317456,0.02835123540063663,-0.02197015516497126,0.11254384040738523,88
1,Trixie Water Baby,3,78,141,2,1,3,0,2,1,1,1,2,1,1,0,41401,64584500a7ecf68b731b4710a95097b7,0,"Trixie is a water baby pup. She loves to play with water and grass that moves when the wind blows. We are searching for a home where Trixie can have a play mate or an adopter who can spend time to play with Trixie often during this growing up years. Trixie gets along with large dog and smaller pups too. If you feel that you can accept Trixie the water baby, please drop me an sms or call at.",c8276fba5,3.0,"Trixie is a water baby pup. She loves to play with water and grass that moves when the wind blows. We are searching for a home where Trixie can have a play mate or an adopter who can spend time to play with Trixie often during this growing up years. Trixie gets along with large dog and smaller pups too. If you feel that you can accept Trixie the water baby, please drop me an sms or call at.",0.22016055493746767,-0.041801801390835544,-0.05698055678061237,-0.1616076251905345,-0.002353511563471708,0.008184062504155485,-0.0974744715977416,0.06433582095167448,-0.055332175783231956,-0.0005960155670384092,79
1,Larry,2,114,141,2,5,0,0,3,1,1,1,2,1,1,0,41401,64584500a7ecf68b731b4710a95097b7,0,Larry will grow up to be a tall and broad guard dog. She is suitable for a landed property. She dislike being on a leash apart from her daily walkies. No caging is allow if you were to adopt this Greyhound Lab mix dog.,dcf813733,1.0,Larry will grow up to be a tall and broad guard dog. She is suitable for a landed property. She dislike being on a leash apart from her daily walkies. No caging is allow if you were to adopt this Greyhound Lab mix dog.,0.23817719423932993,0.10901681671874038,-0.3736579053660945,-0.31294878155128103,0.11069900193014173,0.33879355267583317,-0.044480095992901245,0.14139847778377834,0.16520466308177,-0.21459821180828542,44
1,Harry,2,307,0,1,1,3,0,2,2,1,1,2,1,1,0,41401,64584500a7ecf68b731b4710a95097b7,0,"Harry is a boy. Harry is the good friend of Hailey. The are both very close to each other. Harry's mum was taken away by local council that unfaithful morning. When we finished work and got home only did we found out, Harry lost her mum and dad. Harry is now 2 mths old and I hope whoever wish to adopt Harry will bring Hailey along. They are really best pal.",cca0740ef,3.0,"Harry is a boy. Harry is the good friend of Hailey. The are both very close to each other. Harry's mum was taken away by local council that unfaithful morning. When we finished work and got home only did we found out, Harry lost her mum and dad. Harry is now 2 mths old and I hope whoever wish to adopt Harry will bring Hailey along. They are really best pal.",0.27092280580863964,-0.11124796509425648,-0.0625023441180238,-0.004264229134461314,-0.0969372728307374,0.01744013160496183,0.05793278167754884,0.055911096192666696,-0.01780609200682495,0.07976481618020191,71
1,Lil Bella,3,307,0,2,1,2,0,2,2,1,1,2,1,1,150,41401,64584500a7ecf68b731b4710a95097b7,0,"This cutie pie was born in December. We named her Bella... which means Beautiful. Bella loves huggies. If you are fond of hugging a fluffy little girl, you may wish to consider adopting Bella. Bella is at the age where she needs alot of guidance and tender loving care just like any growing up babies. Bella is ideal for family with older children staying in a landed property.",0f424a52d,2.0,"This cutie pie was born in December. We named her Bella... which means Beautiful. Bella loves huggies. If you are fond of hugging a fluffy little girl, you may wish to consider adopting Bella. Bella is at the age where she needs alot of guidance and tender loving care just like any growing up babies. Bella is ideal for family with older children staying in a landed property.",0.26927876428746267,-0.10656339971291921,0.03825950252891463,-0.08969580150567368,-0.07565348556884369,-0.12512439389987104,-0.0029963622302967906,0.05451190076472242,-0.0756778074994258,0.2133187908982134,68
1,Timmy,1,307,0,1,1,3,7,2,2,2,1,2,1,1,0,41401,64584500a7ecf68b731b4710a95097b7,0,"Timmy is the youngest among the 4 siblings. He is the smallest size too. Timmy is mummy's favourite and loves to be pampered. Timmy's mum is a Border Collie mix and was found during a heavy down pour. Her name is Abbie and you may also see the picture of her mum in my petfinder page. Timmy was crying for one whole week since his sister left him. He sat at a corner ..staring at the wall and cry. It is very saddening to be left behind whereas all her sisters and bro have all got a home. It really broke my heart when dog adopters felt he is not as fluffy as his sisters. Why can't Timmy be who he is? Timmy is suitable for a family who is able to spend time with him, feed him 4 small meals a day and guide him thru his growing years. No caging or leashing is allowed as he will feel terrified of being left alone. Do drop me a whtsapp at if you feel you will have confident in adopting Tiny Tim. ' Adopting a furry kid is not just for Christmas...its a lifetime commitment'.",b8dfa7a47,2.0,"Timmy is the youngest among the 4 siblings. He is the smallest size too. Timmy is mummy's favourite and loves to be pampered. Timmy's mum is a Border Collie mix and was found during a heavy down pour. Her name is Abbie and you may also see the picture of her mum in my petfinder page. Timmy was crying for one whole week since his sister left him. He sat at a corner ..staring at the wall and cry. It is very saddening to be left behind whereas all her sisters and bro have all got a home. It really broke my heart when dog adopters felt he is not as fluffy as his sisters. Why can't Timmy be who he is? Timmy is suitable for a family who is able to spend time with him, feed him 4 small meals a day and guide him thru his growing years. No caging or leashing is allowed as he will feel terrified of being left alone. Do drop me a whtsapp at if you feel you will have confident in adopting Tiny Tim. ' Adopting a furry kid is not just for Christmas...its a lifetime commitment'.",0.23108702414300109,-0.040618481241723396,-0.059914319789338616,-0.1413607388665543,-0.026595142885118363,0.0178334511663247,0.045926367519295956,0.05431342501341779,-0.01410519228150867,0.018486193578773027,195
1,Ambrea,27,114,141,2,1,0,0,3,1,3,3,3,1,1,0,41401,64584500a7ecf68b731b4710a95097b7,0,I found this black dog at Ampang area. She is very friendly. She came to lick my face after I fed her some food. I believe she is either lost or was abandoned by her owner.,92ca222e5,1.0,I found this black dog at Ampang area. She is very friendly. She came to lick my face after I fed her some food. I believe she is either lost or was abandoned by her owner.,0.2515365856867351,0.005119393720057075,-0.12267665686506098,-0.28624478083637434,0.08164423588779895,0.14350174642051694,-0.061084986880150224,-0.03522684176490292,-0.061928897198997586,-0.025191318131649727,36
1,Kaizek,11,307,0,1,1,7,0,2,1,1,1,1,1,1,0,41401,64584500a7ecf68b731b4710a95097b7,0,"Kaizek loves human and is at a very curious stage of growing up. He does need to built his confidence a lil bit as he is still at the growing up age. He loves any toys. His favourite is playing 'fetch'. At such a young age he knows how to fetch and return the toys I toss for him. Kaizek knows the basic instruction of waiting calmly for his food, paw paw, sit and he is toilet trained. If you wish to view videos of him, please do drop me a whatsapp me.",08c70b57d,3.0,"Kaizek loves human and is at a very curious stage of growing up. He does need to built his confidence a lil bit as he is still at the growing up age. He loves any toys. His favourite is playing 'fetch'. At such a young age he knows how to fetch and return the toys I toss for him. Kaizek knows the basic instruction of waiting calmly for his food, paw paw, sit and he is toilet trained. If you wish to view videos of him, please do drop me a whatsapp me.",0.17793922057372727,-0.05103209160532201,0.11395196672169136,-0.08382554009872188,0.053181555873594695,-0.02411701965466819,-0.0786411414039993,0.058128277630547794,-0.133601155759617,-0.0023251492553482698,93
1,Baby Pup,2,114,141,1,1,0,0,3,1,1,1,2,1,1,100,41401,64584500a7ecf68b731b4710a95097b7,0,Baby Pup will grow up tall and broad. He is only suitable for a landed property with space for it to run about. Adoption of baby pup has one important rules...NO LEASH except during walkies time..and NO CAGE. If we spot check and realise pup is on leash or cage..we will take the pup back.,4de39cb54,1.0,Baby Pup will grow up tall and broad. He is only suitable for a landed property with space for it to run about. Adoption of baby pup has one important rules...NO LEASH except during walkies time..and NO CAGE. If we spot check and realise pup is on leash or cage..we will take the pup back.,0.19912251191209726,0.5280839323846187,0.07178454090024691,-0.02186452257873114,-0.11569627660776786,-0.10592287522251927,-0.037156484679179445,0.017083669338689725,-0.03204740853319554,0.1370223524781359,55
1,Hansi,36,109,307,1,5,0,0,3,2,1,1,1,1,1,0,41401,64584500a7ecf68b731b4710a95097b7,0,"Hansi was rescued from death row a month ago. He had been thru a full medical check and is fit to be rehome now. We are very certain Hansi had an owner previously as he is a very calm and friendly dog. Even had a collar on too. We have tried searching for his owner but time waits for no man. Hansi needs a home where he can feel real human love again rather then staying in the vet day in day out. If you are searching for a family dog, Hansi will suit that category perfectly. Do give me a call at if you feel you can provide this loving home to Hansi.",92dd467d9,1.0,"Hansi was rescued from death row a month ago. He had been thru a full medical check and is fit to be rehome now. We are very certain Hansi had an owner previously as he is a very calm and friendly dog. Even had a collar on too. We have tried searching for his owner but time waits for no man. Hansi needs a home where he can feel real human love again rather then staying in the vet day in day out. If you are searching for a family dog, Hansi will suit that category perfectly. Do give me a call at if you feel you can provide this loving home to Hansi.",0.38826415403793085,-0.07984364007270839,-0.2101291090576982,-0.2809706257100003,-0.1225315767780013,-0.049323169588995366,-0.05970473705533454,0.021675468673586266,-0.039779726743450636,0.07756153917799649,114
1,MAX,2,114,141,3,5,0,0,3,1,1,1,2,1,6,0,41401,64584500a7ecf68b731b4710a95097b7,0,These Greyhound Lab puppies are only suitable for those who live in a landed property and searching for a proper guard dog. They will grow up broad and tall. They dislike to be cage nor put on leash apart from walkies. Please do contact me at or if you are keen to adopt. Thank you.,982db62b6,5.0,These Greyhound Lab puppies are only suitable for those who live in a landed property and searching for a proper guard dog. They will grow up broad and tall. They dislike to be cage nor put on leash apart from walkies. Please do contact me at or if you are keen to adopt. Thank you.,0.2963367655209637,0.10806852957152044,-0.34613112331809703,0.061042317276807465,0.09226483939686643,0.35356455050898505,0.21321686736991918,0.02836950146234644,0.03422319990630496,0.06792579764594876,55
1,Pekingese,36,169,0,1,5,0,0,1,1,3,3,2,1,1,0,41401,64584500a7ecf68b731b4710a95097b7,0,"Found him a week ago and been trying to search for his owner. No luck so far. I am searching for a loving home for him. He loves attention hence will bark when he needs one. He dislike strangers and crowded place as it stresses him him. This could be just initial stage since he is unfamiliar with the new place. If you feel you are ready to adopt a Pekingese that requires monthly grooming, please drop me a whtsapp at. No.phone calls pls. Tq",afb913f6d,1.0,"Found him a week ago and been trying to search for his owner. No luck so far. I am searching for a loving home for him. He loves attention hence will bark when he needs one. He dislike strangers and crowded place as it stresses him him. This could be just initial stage since he is unfamiliar with the new place. If you feel you are ready to adopt a Pekingese that requires monthly grooming, please drop me a whtsapp at. No.phone calls pls. Tq",0.2872135999072019,-0.1236940942083254,-0.07242579903925338,0.03230376169906317,-0.14706919406729296,-0.043202449842290346,-0.061637271119879725,0.07312451435385572,0.014998724345656854,0.09642290111017517,85
1,Atztek,1,39,0,1,1,7,0,3,2,2,1,2,1,1,0,41401,64584500a7ecf68b731b4710a95097b7,0,"Artztek is a baby boy. The third sibling in the family of 4. His mum is a Border Collie mix and was found during a thunderstorm. Artztek is suitable for family who stays in a landed property whereby he will have space to run around when he grows up. If you wish to find out more about Artztek, please contact me via whatsapp at.",cad4a3a31,2.0,"Artztek is a baby boy. The third sibling in the family of 4. His mum is a Border Collie mix and was found during a thunderstorm. Artztek is suitable for family who stays in a landed property whereby he will have space to run around when he grows up. If you wish to find out more about Artztek, please contact me via whatsapp at.",0.16119085494454916,-0.006887166056283353,-0.04575507210749702,0.048869463348767184,-0.030837553868532673,0.044907569032021685,-0.03629829333618174,0.05738496360696196,-0.09247293057369411,0.11230468711592578,64
1,Summer,3,307,0,2,5,0,0,2,1,1,1,2,1,1,150,41401,64584500a7ecf68b731b4710a95097b7,0,She is rescued from a mamak stall near a factory area. She has been given 2 vaccination and deworm twice. She is very gentle and obedient. A very sweet little girl. She could be a Dec puppy.,f2cd120ab,6.0,She is rescued from a mamak stall near a factory area. She has been given 2 vaccination and deworm twice. She is very gentle and obedient. A very sweet little girl. She could be a Dec puppy.,0.20578652892116517,-0.04138635762436818,-0.07357095494366198,0.08419943332457819,0.059796445438229165,-0.08851433207177538,0.007859258708062805,-0.034063666900917396,-0.08929305179626379,0.020513216168834766,37
